# t client_1 client_2 node_7_network node_5_network node_2_network node_0_cpu node_1_cpu node_4_cpu node_6_network node_3_io node_6_io node_2_io node_4_io node_5_cpu node_5_io node_6_cpu node_7_cpu node_4_network node_7_io node_3_network node_0_io node_2_cpu node_3_cpu node_1_io node_0_network node_1_network  cpu_max cpu_min cpu_avg io_max io_min io_avg net_max net_min net_avg
98.1 2220.0 88480.0 0.02 0.01565 0.021915 0.0 0.998531 1.0 0.026254 1.0 1.0 1.0 1.0 0.968561 0.855121 0.957557 0.938809 0.019416 1.0 0.025008 0.0 1.0 0.951307 1.0 0.0 0.017535 1.0 0.938809 0.973537857143 1.0 0.855121 0.979303 0.026254 0.01565 0.0208254285714 
100.1 2240.0 89320.0 0.017519 0.020679 0.021278 0.0 0.965036 1.0 0.01754 1.0 1.0 1.0 1.0 0.9661 1.0 1.0 0.974496 0.014416 1.0 0.022538 0.0 0.988062 0.990805 1.0 0.0 0.020648 1.0 0.965036 0.983499857143 1.0 1.0 1.0 0.022538 0.014416 0.0192311428571 
102.1 2230.0 88670.0 0.015044 0.018146 0.020666 0.0 0.955293 1.0 0.015216 1.0 1.0 1.0 0.968122 0.969064 1.0 0.929378 0.998813 0.018791 1.0 0.020655 0.0 1.0 0.986439 1.0 0.0 0.02314 1.0 0.929378 0.976998142857 1.0 0.968122 0.995446 0.02314 0.015044 0.0188082857143 
104.1 2180.0 88120.0 0.016259 0.016899 0.020636 0.0 0.934456 0.972433 0.022541 1.0 1.0 0.961373 1.0 0.979367 1.0 1.0 0.947495 0.022518 0.798572 0.019415 0.0 0.952746 0.996744 1.0 0.0 0.024997 1.0 0.934456 0.969034428571 1.0 0.798572 0.965706428571 0.024997 0.016259 0.0204664285714 
106.1 2160.0 88520.0 0.022533 0.019551 0.020003 0.0 0.956498 0.954013 0.023165 0.761124 1.0 1.0 1.0 1.0 1.0 1.0 0.990743 0.023765 1.0 0.016273 0.0 0.948187 0.971561 1.0 0.0 0.019388 1.0 0.948187 0.974428857143 1.0 0.761124 0.965874857143 0.023765 0.016273 0.0206682857143 
108.1 2140.0 90220.0 0.014404 0.016916 0.017535 0.0 1.0 0.974987 0.023782 1.0 1.0 1.0 1.0 1.0 1.0 0.999753 0.982256 0.019404 0.564137 0.015033 0.0 0.991882 0.984743 1.0 0.0 0.017537 1.0 0.974987 0.990517285714 1.0 0.564137 0.937733857143 0.023782 0.014404 0.0178015714286 
110.1 2120.0 88970.0 0.013157 0.022516 0.021896 0.0 0.988122 1.0 0.018128 1.0 1.0 1.0 1.0 0.965943 1.0 0.940808 0.985873 0.017541 0.61289 0.022539 0.0 0.962977 1.0 1.0 0.0 0.025028 1.0 0.940808 0.977674714286 1.0 0.61289 0.944698571429 0.025028 0.013157 0.020115 
112.1 2210.0 88600.0 0.020666 0.015009 0.01814 0.0 1.0 0.969316 0.013152 1.0 1.0 1.0 0.966052 0.953996 1.0 0.974358 1.0 0.024395 1.0 0.021186 0.0 0.958 0.974825 1.0 0.0 0.020665 1.0 0.953996 0.975785 1.0 0.966052 0.995150285714 0.024395 0.013152 0.0190304285714 
114.1 2140.0 89010.0 0.01752 0.020655 0.01877 0.0 0.973223 0.944301 0.018165 0.859913 1.0 1.0 1.0 0.980028 1.0 1.0 0.975981 0.014377 0.836549 0.017541 0.0 0.974554 1.0 1.0 0.0 0.018777 1.0 0.944301 0.978298142857 1.0 0.836549 0.956637428571 0.020655 0.014377 0.0179721428571 
116.1 2180.0 89390.0 0.020647 0.016276 0.021904 0.0 0.974893 0.997519 0.023786 1.0 1.0 1.0 1.0 0.977209 0.905326 0.985099 0.971792 0.01941 1.0 0.026291 0.0 0.976257 1.0 0.895921 0.0 0.016896 1.0 0.971792 0.983252714286 1.0 0.895921 0.971606714286 0.026291 0.016276 0.0207442857143 
118.1 2240.0 89250.0 0.017544 0.015031 0.019397 0.0 0.990626 1.0 0.019351 1.0 1.0 1.0 1.0 0.990436 1.0 0.927491 1.0 0.022537 1.0 0.016907 0.0 0.971319 0.990746 1.0 0.0 0.02191 1.0 0.927491 0.981516857143 1.0 1.0 1.0 0.022537 0.015031 0.0189538571429 
